issn,.id,V1
0045-2068,http://creativecommons.org/licenses/by/4.0/,1
1537-5110,https://www.elsevier.com/tdm/userlicense/1.0/,765
1537-5110,https://www.elsevier.com/open-access/userlicense/1.0/,13
1537-5110,http://creativecommons.org/licenses/by-nc-nd/4.0/,13
1537-5110,http://creativecommons.org/licenses/by/4.0/,11
1537-5110,http://www.elsevier.com/tdm/userlicense/1.0/,5
1079-9796,https://www.elsevier.com/tdm/userlicense/1.0/,467
1079-9796,http://creativecommons.org/licenses/by/4.0/,12
1079-9796,http://creativecommons.org/licenses/by-nc-nd/4.0/,9
1079-9796,https://www.elsevier.com/open-access/userlicense/1.0/,2
1079-9796,http://creativecommons.org/licenses/by-nc-nd/3.0/,2
1079-9796,http://www.elsevier.com/tdm/userlicense/1.0/,1
1079-9796,http://www.elsevier.com/open-access/userlicense/1.0/,1
0889-1591,https://www.elsevier.com/tdm/userlicense/1.0/,1589
0889-1591,http://creativecommons.org/licenses/by-nc-nd/4.0/,45
0889-1591,http://creativecommons.org/licenses/by/4.0/,44
0889-1591,https://www.elsevier.com/open-access/userlicense/1.0/,21
0889-1591,http://www.elsevier.com/tdm/userlicense/1.0/,3
0889-1591,http://creativecommons.org/licenses/by-nc-nd/3.0/,3
0889-1591,http://creativecommons.org/licenses/by/3.0/,1
0278-2626,https://www.elsevier.com/tdm/userlicense/1.0/,402
0278-2626,http://creativecommons.org/licenses/by/4.0/,13
0278-2626,http://creativecommons.org/licenses/by-nc-nd/4.0/,13
0278-2626,https://www.elsevier.com/open-access/userlicense/1.0/,4
0278-2626,http://www.elsevier.com/tdm/userlicense/1.0/,1
0093-934X,https://www.elsevier.com/tdm/userlicense/1.0/,418
0093-934X,http://creativecommons.org/licenses/by/4.0/,16
0093-934X,http://creativecommons.org/licenses/by-nc-nd/4.0/,16
0093-934X,https://www.elsevier.com/open-access/userlicense/1.0/,13
0093-934X,http://creativecommons.org/licenses/by/3.0/,3
0093-934X,http://www.elsevier.com/tdm/userlicense/1.0/,2
0093-934X,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0890-8389,https://www.elsevier.com/tdm/userlicense/1.0/,144
0890-8389,http://creativecommons.org/licenses/by/4.0/,3
0890-8389,http://creativecommons.org/licenses/by-nc-nd/4.0/,1
0890-8389,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0008-8749,https://www.elsevier.com/tdm/userlicense/1.0/,534
0008-8749,http://creativecommons.org/licenses/by-nc-nd/4.0/,14
0008-8749,https://www.elsevier.com/open-access/userlicense/1.0/,11
0008-8749,http://creativecommons.org/licenses/by/4.0/,6
1521-6616,https://www.elsevier.com/tdm/userlicense/1.0/,781
1521-6616,http://creativecommons.org/licenses/by-nc-nd/4.0/,40
1521-6616,http://creativecommons.org/licenses/by/4.0/,17
1521-6616,https://www.elsevier.com/open-access/userlicense/1.0/,7
1521-6616,http://www.elsevier.com/tdm/userlicense/1.0/,4
1521-6616,http://creativecommons.org/licenses/by-nc-nd/3.0/,3
1521-6616,http://www.elsevier.com/open-access/userlicense/1.0/,2
1521-6616,http://creativecommons.org/licenses/by-nc-sa/3.0/,1
0010-0285,https://www.elsevier.com/tdm/userlicense/1.0/,163
0010-0285,https://www.elsevier.com/open-access/userlicense/1.0/,17
0010-0285,http://creativecommons.org/licenses/by/4.0/,13
0010-0285,http://creativecommons.org/licenses/by-nc-nd/4.0/,5
0010-0285,http://www.elsevier.com/tdm/userlicense/1.0/,1
0885-2308,https://www.elsevier.com/tdm/userlicense/1.0/,278
0885-2308,http://creativecommons.org/licenses/by/4.0/,8
0885-2308,http://www.elsevier.com/tdm/userlicense/1.0/,4
0885-2308,http://creativecommons.org/licenses/by-nc-nd/4.0/,4
0885-2308,https://www.elsevier.com/open-access/userlicense/1.0/,3
0885-2308,http://www.elsevier.com/open-access/userlicense/1.0/,3
0885-2308,http://creativecommons.org/licenses/by/3.0/,2
0885-2308,http://creativecommons.org/licenses/by-nc-sa/3.0/,2
0885-2308,http://creativecommons.org/licenses/by-nc-nd/3.0/,2
1077-3142,https://www.elsevier.com/tdm/userlicense/1.0/,587
1077-3142,http://www.elsevier.com/tdm/userlicense/1.0/,12
1077-3142,http://creativecommons.org/licenses/by/4.0/,11
1077-3142,http://creativecommons.org/licenses/by-nc-nd/4.0/,10
1077-3142,https://www.elsevier.com/open-access/userlicense/1.0/,9
1077-3142,http://www.elsevier.com/open-access/userlicense/1.0/,2
1053-8100,https://www.elsevier.com/tdm/userlicense/1.0/,753
1053-8100,http://creativecommons.org/licenses/by/4.0/,22
1053-8100,http://creativecommons.org/licenses/by-nc-nd/4.0/,17
1053-8100,http://creativecommons.org/licenses/by/3.0/,10
1053-8100,https://www.elsevier.com/open-access/userlicense/1.0/,6
1053-8100,http://www.elsevier.com/open-access/userlicense/1.0/,3
1053-8100,http://www.elsevier.com/tdm/userlicense/1.0/,2
1053-8100,http://creativecommons.org/licenses/by-nc-nd/3.0/,2
0361-476X,https://www.elsevier.com/tdm/userlicense/1.0/,254
0361-476X,https://www.elsevier.com/open-access/userlicense/1.0/,9
0361-476X,http://creativecommons.org/licenses/by/4.0/,4
0361-476X,http://creativecommons.org/licenses/by-nc-nd/4.0/,4
0361-476X,http://www.elsevier.com/tdm/userlicense/1.0/,2
0195-6671,https://www.elsevier.com/tdm/userlicense/1.0/,987
0195-6671,https://www.elsevier.com/open-access/userlicense/1.0/,23
0195-6671,http://www.elsevier.com/tdm/userlicense/1.0/,2
0195-6671,http://creativecommons.org/licenses/by/4.0/,2
0195-6671,http://creativecommons.org/licenses/by-nc-nd/4.0/,1
1045-2354,https://www.elsevier.com/tdm/userlicense/1.0/,262
1045-2354,http://www.elsevier.com/tdm/userlicense/1.0/,11
1045-2354,http://creativecommons.org/licenses/by-nc-nd/4.0/,7
1045-2354,http://creativecommons.org/licenses/by/4.0/,4
0011-2240,https://www.elsevier.com/tdm/userlicense/1.0/,1113
0011-2240,http://creativecommons.org/licenses/by-nc-nd/4.0/,20
0011-2240,https://www.elsevier.com/open-access/userlicense/1.0/,14
0011-2240,http://creativecommons.org/licenses/by/4.0/,7
1043-4666,https://www.elsevier.com/tdm/userlicense/1.0/,1563
1043-4666,http://creativecommons.org/licenses/by-nc-nd/4.0/,28
1043-4666,http://creativecommons.org/licenses/by/4.0/,13
1043-4666,https://www.elsevier.com/open-access/userlicense/1.0/,11
1043-4666,http://www.elsevier.com/tdm/userlicense/1.0/,7
1043-4666,http://creativecommons.org/licenses/by/3.0/,1
1043-4666,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0012-1606,https://www.elsevier.com/tdm/userlicense/1.0/,1379
0012-1606,https://www.elsevier.com/open-access/userlicense/1.0/,779
0012-1606,http://creativecommons.org/licenses/by-nc-nd/4.0/,113
0012-1606,http://www.elsevier.com/open-access/userlicense/1.0/,88
0012-1606,http://creativecommons.org/licenses/by/4.0/,61
0012-1606,http://www.elsevier.com/tdm/userlicense/1.0/,4
0012-1606,http://creativecommons.org/licenses/by/3.0/,3
0012-1606,http://creativecommons.org/licenses/by-nc-sa/3.0/,1
0012-1606,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0273-2297,https://www.elsevier.com/tdm/userlicense/1.0/,106
0273-2297,https://www.elsevier.com/open-access/userlicense/1.0/,6
0273-2297,http://creativecommons.org/licenses/by/4.0/,1
0273-2297,http://creativecommons.org/licenses/by-nc-nd/4.0/,1
0273-2297,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
1051-2004,https://www.elsevier.com/tdm/userlicense/1.0/,790
1051-2004,https://www.elsevier.com/open-access/userlicense/1.0/,22
1051-2004,http://creativecommons.org/licenses/by/4.0/,7
1051-2004,http://www.elsevier.com/tdm/userlicense/1.0/,4
1051-2004,http://creativecommons.org/licenses/by-nc-nd/4.0/,3
0147-6513,https://www.elsevier.com/tdm/userlicense/1.0/,2766
0147-6513,https://www.elsevier.com/open-access/userlicense/1.0/,29
0147-6513,http://creativecommons.org/licenses/by-nc-nd/4.0/,12
0147-6513,http://www.elsevier.com/tdm/userlicense/1.0/,6
0147-6513,http://creativecommons.org/licenses/by/4.0/,3
0013-9351,https://www.elsevier.com/tdm/userlicense/1.0/,1902
0013-9351,http://creativecommons.org/licenses/by-nc-nd/4.0/,100
0013-9351,http://creativecommons.org/licenses/by/4.0/,30
0013-9351,https://www.elsevier.com/open-access/userlicense/1.0/,15
0013-9351,http://www.elsevier.com/tdm/userlicense/1.0/,13
0013-9351,http://creativecommons.org/licenses/by-nc-nd/3.0/,8
0013-9351,http://www.elsevier.com/open-access/userlicense/1.0/,1
0013-9351,http://creativecommons.org/licenses/by/3.0/,1
0013-9351,http://creativecommons.org/licenses/by-nc-sa/3.0/,1
1525-5050,https://www.elsevier.com/tdm/userlicense/1.0/,1893
1525-5050,http://creativecommons.org/licenses/by-nc-nd/4.0/,102
1525-5050,https://www.elsevier.com/open-access/userlicense/1.0/,14
1525-5050,http://creativecommons.org/licenses/by/4.0/,9
1525-5050,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0272-7714,https://www.elsevier.com/tdm/userlicense/1.0/,1472
0272-7714,https://www.elsevier.com/open-access/userlicense/1.0/,43
0272-7714,http://creativecommons.org/licenses/by-nc-nd/4.0/,22
0272-7714,http://creativecommons.org/licenses/by/4.0/,15
0272-7714,http://www.elsevier.com/tdm/userlicense/1.0/,4
0272-7714,http://www.elsevier.com/open-access/userlicense/1.0/,1
0195-6698,https://www.elsevier.com/tdm/userlicense/1.0/,617
0195-6698,https://www.elsevier.com/open-access/userlicense/1.0/,34
0195-6698,http://www.elsevier.com/tdm/userlicense/1.0/,4
0195-6698,http://creativecommons.org/licenses/by/4.0/,2
0195-6698,http://www.elsevier.com/open-access/userlicense/1.0/,1
0014-4827,https://www.elsevier.com/tdm/userlicense/1.0/,1550
0014-4827,http://creativecommons.org/licenses/by-nc-nd/4.0/,60
0014-4827,http://creativecommons.org/licenses/by/4.0/,16
0014-4827,https://www.elsevier.com/open-access/userlicense/1.0/,14
0014-4827,http://creativecommons.org/licenses/by-nc-nd/3.0/,2
0014-4827,http://www.elsevier.com/tdm/userlicense/1.0/,1
0014-4827,http://creativecommons.org/licenses/by/3.0/,1
0014-4827,http://creativecommons.org/licenses/by-nc-sa/3.0/,1
0014-4835,https://www.elsevier.com/tdm/userlicense/1.0/,948
0014-4835,http://creativecommons.org/licenses/by-nc-nd/4.0/,40
0014-4835,http://creativecommons.org/licenses/by/4.0/,26
0014-4835,https://www.elsevier.com/open-access/userlicense/1.0/,14
0014-4835,http://www.elsevier.com/tdm/userlicense/1.0/,2
0014-4835,http://www.elsevier.com/open-access/userlicense/1.0/,1
0014-4835,http://creativecommons.org/licenses/by-nc-sa/3.0/,1
0014-4835,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0014-4800,https://www.elsevier.com/tdm/userlicense/1.0/,533
0014-4800,http://creativecommons.org/licenses/by-nc-nd/4.0/,7
0014-4800,http://creativecommons.org/licenses/by/4.0/,5
0014-4800,http://www.elsevier.com/tdm/userlicense/1.0/,2
0014-4800,https://www.elsevier.com/open-access/userlicense/1.0/,1
0014-4800,http://www.elsevier.com/open-access/userlicense/1.0/,1
0014-4886,https://www.elsevier.com/tdm/userlicense/1.0/,1054
0014-4886,http://creativecommons.org/licenses/by-nc-nd/4.0/,36
0014-4886,https://www.elsevier.com/open-access/userlicense/1.0/,34
0014-4886,http://creativecommons.org/licenses/by/4.0/,24
0014-4886,http://www.elsevier.com/tdm/userlicense/1.0/,5
0014-4886,http://creativecommons.org/licenses/by-nc-nd/3.0/,3
0014-4894,https://www.elsevier.com/tdm/userlicense/1.0/,708
0014-4894,https://www.elsevier.com/open-access/userlicense/1.0/,15
0014-4894,http://creativecommons.org/licenses/by-nc-nd/4.0/,12
0014-4894,http://creativecommons.org/licenses/by/4.0/,8
0014-4894,http://www.elsevier.com/tdm/userlicense/1.0/,2
0014-4983,https://www.elsevier.com/tdm/userlicense/1.0/,143
0014-4983,http://www.elsevier.com/tdm/userlicense/1.0/,3
0014-4983,http://creativecommons.org/licenses/by-nc-nd/4.0/,2
0014-4983,https://www.elsevier.com/open-access/userlicense/1.0/,1
0014-4983,http://creativecommons.org/licenses/by/4.0/,1
0014-4983,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
1071-5797,https://www.elsevier.com/tdm/userlicense/1.0/,439
1071-5797,https://www.elsevier.com/open-access/userlicense/1.0/,3
1071-5797,http://www.elsevier.com/open-access/userlicense/1.0/,3
1071-5797,http://creativecommons.org/licenses/by-nc-nd/4.0/,3
1071-5797,http://www.elsevier.com/tdm/userlicense/1.0/,2
1071-5797,http://creativecommons.org/licenses/by/4.0/,1
1071-5797,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
1050-4648,https://www.elsevier.com/tdm/userlicense/1.0/,2659
1050-4648,https://www.elsevier.com/open-access/userlicense/1.0/,22
1050-4648,http://creativecommons.org/licenses/by-nc-nd/4.0/,19
1050-4648,http://www.elsevier.com/tdm/userlicense/1.0/,12
1050-4648,http://creativecommons.org/licenses/by/4.0/,8
1050-4648,http://www.elsevier.com/open-access/userlicense/1.0/,2
1050-4648,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,1
1050-4648,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0740-0020,https://www.elsevier.com/tdm/userlicense/1.0/,970
0740-0020,http://creativecommons.org/licenses/by-nc-nd/4.0/,22
0740-0020,https://www.elsevier.com/open-access/userlicense/1.0/,19
0740-0020,http://creativecommons.org/licenses/by/4.0/,6
0740-0020,http://www.elsevier.com/tdm/userlicense/1.0/,5
0740-0020,http://creativecommons.org/licenses/by-nc-nd/3.0/,2
0740-0020,http://www.elsevier.com/open-access/userlicense/1.0/,1
0091-3022,https://www.elsevier.com/tdm/userlicense/1.0/,161
0091-3022,http://creativecommons.org/licenses/by-nc-nd/4.0/,7
0091-3022,https://www.elsevier.com/open-access/userlicense/1.0/,3
0091-3022,http://creativecommons.org/licenses/by/4.0/,3
0091-3022,http://creativecommons.org/licenses/by/3.0/,2
1087-1845,https://www.elsevier.com/tdm/userlicense/1.0/,462
1087-1845,http://creativecommons.org/licenses/by/4.0/,43
1087-1845,http://creativecommons.org/licenses/by-nc-nd/4.0/,28
1087-1845,https://www.elsevier.com/open-access/userlicense/1.0/,21
1087-1845,http://www.elsevier.com/tdm/userlicense/1.0/,3
1087-1845,http://creativecommons.org/licenses/by-nc-nd/3.0/,2
1087-1845,http://www.elsevier.com/open-access/userlicense/1.0/,1
0899-8256,https://www.elsevier.com/tdm/userlicense/1.0/,598
0899-8256,https://www.elsevier.com/open-access/userlicense/1.0/,26
0899-8256,http://creativecommons.org/licenses/by-nc-nd/4.0/,13
0899-8256,http://www.elsevier.com/tdm/userlicense/1.0/,6
0899-8256,http://www.elsevier.com/open-access/userlicense/1.0/,6
0899-8256,http://creativecommons.org/licenses/by/4.0/,4
0899-8256,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0016-6480,https://www.elsevier.com/tdm/userlicense/1.0/,1186
0016-6480,https://www.elsevier.com/open-access/userlicense/1.0/,61
0016-6480,http://creativecommons.org/licenses/by/4.0/,20
0016-6480,http://creativecommons.org/licenses/by-nc-nd/4.0/,13
0016-6480,http://www.elsevier.com/tdm/userlicense/1.0/,1
0016-6480,http://www.elsevier.com/open-access/userlicense/1.0/,1
0016-6480,http://creativecommons.org/licenses/by/3.0/,1
0016-6480,http://creativecommons.org/licenses/by-nc-sa/3.0/,1
0888-7543,https://www.elsevier.com/tdm/userlicense/1.0/,455
0888-7543,https://www.elsevier.com/open-access/userlicense/1.0/,144
0888-7543,http://creativecommons.org/licenses/by-nc-nd/4.0/,14
0888-7543,http://creativecommons.org/licenses/by/4.0/,5
1524-0703,https://www.elsevier.com/tdm/userlicense/1.0/,120
1524-0703,https://www.elsevier.com/open-access/userlicense/1.0/,2
1524-0703,http://www.elsevier.com/tdm/userlicense/1.0/,1
1524-0703,http://creativecommons.org/licenses/by/4.0/,1
1524-0703,http://creativecommons.org/licenses/by-nc-nd/4.0/,1
0090-8258,https://www.elsevier.com/tdm/userlicense/1.0/,3601
0090-8258,http://www.elsevier.com/tdm/userlicense/1.0/,514
0090-8258,http://creativecommons.org/licenses/by-nc-nd/4.0/,52
0090-8258,https://www.elsevier.com/open-access/userlicense/1.0/,13
0090-8258,http://creativecommons.org/licenses/by/4.0/,4
0090-8258,http://creativecommons.org/licenses/by-nc-sa/3.0/,1
0090-8258,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0315-0860,https://www.elsevier.com/tdm/userlicense/1.0/,156
0315-0860,http://www.elsevier.com/tdm/userlicense/1.0/,1
0315-0860,http://creativecommons.org/licenses/by/4.0/,1
0315-0860,http://creativecommons.org/licenses/by-nc-nd/4.0/,1
0018-506X,https://www.elsevier.com/tdm/userlicense/1.0/,691
0018-506X,https://www.elsevier.com/open-access/userlicense/1.0/,38
0018-506X,http://creativecommons.org/licenses/by-nc-nd/4.0/,13
0018-506X,http://creativecommons.org/licenses/by/4.0/,12
0018-506X,http://www.elsevier.com/tdm/userlicense/1.0/,1
0019-1035,https://www.elsevier.com/tdm/userlicense/1.0/,1848
0019-1035,http://creativecommons.org/licenses/by/4.0/,60
0019-1035,https://www.elsevier.com/open-access/userlicense/1.0/,49
0019-1035,http://creativecommons.org/licenses/by-nc-nd/4.0/,49
0019-1035,http://www.elsevier.com/tdm/userlicense/1.0/,7
0019-1035,http://creativecommons.org/licenses/by/3.0/,6
0019-1035,http://creativecommons.org/licenses/by-nc-nd/3.0/,6
0019-1035,http://creativecommons.org/licenses/by-nc-sa/3.0/,4
0890-5401,https://www.elsevier.com/tdm/userlicense/1.0/,407
0890-5401,https://www.elsevier.com/open-access/userlicense/1.0/,13
0890-5401,http://www.elsevier.com/tdm/userlicense/1.0/,11
0890-5401,http://creativecommons.org/licenses/by/4.0/,9
0890-5401,http://creativecommons.org/licenses/by-nc-nd/4.0/,3
0890-5401,http://www.elsevier.com/open-access/userlicense/1.0/,2
1071-5819,https://www.elsevier.com/tdm/userlicense/1.0/,394
1071-5819,http://creativecommons.org/licenses/by/4.0/,16
1071-5819,http://creativecommons.org/licenses/by-nc-nd/4.0/,12
1071-5819,https://www.elsevier.com/open-access/userlicense/1.0/,10
1071-5819,http://creativecommons.org/licenses/by/3.0/,2
1071-5819,http://www.elsevier.com/tdm/userlicense/1.0/,1
1071-5819,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
1756-0616,https://www.elsevier.com/tdm/userlicense/1.0/,163
1756-0616,http://creativecommons.org/licenses/by/4.0/,2
1756-0616,http://creativecommons.org/licenses/by-nc-nd/4.0/,2
0140-1971,https://www.elsevier.com/tdm/userlicense/1.0/,586
0140-1971,http://creativecommons.org/licenses/by-nc-nd/4.0/,11
0140-1971,http://creativecommons.org/licenses/by/4.0/,8
0140-1971,https://www.elsevier.com/open-access/userlicense/1.0/,5
0140-1971,http://www.elsevier.com/tdm/userlicense/1.0/,1
0021-8693,https://www.elsevier.com/tdm/userlicense/1.0/,2087
0021-8693,https://www.elsevier.com/open-access/userlicense/1.0/,89
0021-8693,http://creativecommons.org/licenses/by/4.0/,7
0021-8693,http://www.elsevier.com/tdm/userlicense/1.0/,6
0021-8693,http://creativecommons.org/licenses/by-nc-nd/4.0/,4
0021-8693,http://creativecommons.org/licenses/by/3.0/,1
0278-4165,https://www.elsevier.com/tdm/userlicense/1.0/,249
0278-4165,https://www.elsevier.com/open-access/userlicense/1.0/,21
0278-4165,http://www.elsevier.com/tdm/userlicense/1.0/,3
0278-4165,http://www.elsevier.com/open-access/userlicense/1.0/,3
0278-4165,http://creativecommons.org/licenses/by/4.0/,2
0278-4165,http://creativecommons.org/licenses/by-nc-nd/4.0/,2
0021-9045,https://www.elsevier.com/tdm/userlicense/1.0/,409
0021-9045,https://www.elsevier.com/open-access/userlicense/1.0/,6
0021-9045,http://www.elsevier.com/tdm/userlicense/1.0/,2
0021-9045,http://www.elsevier.com/open-access/userlicense/1.0/,1
0021-9045,http://creativecommons.org/licenses/by-nc-nd/4.0/,1
0305-4403,https://www.elsevier.com/tdm/userlicense/1.0/,737
0305-4403,http://creativecommons.org/licenses/by/4.0/,28
0305-4403,http://creativecommons.org/licenses/by-nc-nd/4.0/,28
0305-4403,https://www.elsevier.com/open-access/userlicense/1.0/,21
0305-4403,http://creativecommons.org/licenses/by/3.0/,6
0305-4403,http://www.elsevier.com/open-access/userlicense/1.0/,4
0305-4403,http://www.elsevier.com/tdm/userlicense/1.0/,2
0140-1963,https://www.elsevier.com/tdm/userlicense/1.0/,708
0140-1963,https://www.elsevier.com/open-access/userlicense/1.0/,49
0140-1963,http://creativecommons.org/licenses/by-nc-nd/4.0/,12
0140-1963,http://creativecommons.org/licenses/by/4.0/,3
0140-1963,http://www.elsevier.com/tdm/userlicense/1.0/,1
0140-1963,http://creativecommons.org/licenses/by/3.0/,1
0140-1963,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0896-8411,https://www.elsevier.com/tdm/userlicense/1.0/,507
0896-8411,http://creativecommons.org/licenses/by-nc-nd/4.0/,31
0896-8411,http://creativecommons.org/licenses/by/4.0/,22
0896-8411,http://www.elsevier.com/tdm/userlicense/1.0/,5
0896-8411,http://creativecommons.org/licenses/by/3.0/,1
1532-0464,https://www.elsevier.com/tdm/userlicense/1.0/,938
1532-0464,https://www.elsevier.com/open-access/userlicense/1.0/,561
1532-0464,http://creativecommons.org/licenses/by-nc-nd/4.0/,58
1532-0464,http://www.elsevier.com/open-access/userlicense/1.0/,39
1532-0464,http://creativecommons.org/licenses/by/4.0/,24
1532-0464,http://www.elsevier.com/tdm/userlicense/1.0/,2
1532-0464,http://creativecommons.org/licenses/by/3.0/,2
1532-0464,http://creativecommons.org/licenses/by-nc-nd/3.0/,1
0021-9517,https://www.elsevier.com/tdm/userlicense/1.0/,1457
0021-9517,https://www.elsevier.com/open-access/userlicense/1.0/,150
0021-9517,http://creativecommons.org/licenses/by/4.0/,15
0021-9517,http://creativecommons.org/licenses/by-nc-nd/4.0/,10
0021-9517,http://www.elsevier.com/open-access/userlicense/1.0/,2
0733-5210,https://www.elsevier.com/tdm/userlicense/1.0/,781
0733-5210,http://creativecommons.org/licenses/by/4.0/,9
0733-5210,http://creativecommons.org/licenses/by-nc-nd/4.0/,7
