issn,.id,V1
0011-2240,2015,333
0011-2240,2016,282
0011-2240,2017,127
1043-4666,2015,579
1043-4666,2018,435
1043-4666,2017,288
1043-4666,2016,268
0012-1606,2016,385
0012-1606,2017,360
0012-1606,2015,339
0012-1606,2018,299
0273-2297,2015,37
0273-2297,2018,35
0273-2297,2016,18
0273-2297,2017,16
1051-2004,2018,239
1051-2004,2017,210
1051-2004,2016,182
1051-2004,2015,163
0147-6513,2018,1216
0147-6513,2017,588
0147-6513,2015,494
0147-6513,2016,474
0013-9351,2018,531
0013-9351,2017,492
0013-9351,2016,456
0013-9351,2015,436
1525-5050,2015,525
1525-5050,2018,463
1525-5050,2017,458
1525-5050,2016,447
0272-7714,2018,413
0272-7714,2015,381
0272-7714,2017,371
0272-7714,2016,311
0195-6698,2018,174
0195-6698,2015,155
0195-6698,2016,152
0195-6698,2017,140
0014-4827,2017,443
0014-4827,2018,435
0014-4827,2015,356
0014-4827,2016,317
0014-4835,2018,279
0014-4835,2016,272
0014-4835,2015,206
0014-4835,2017,193
0014-4800,2015,195
0014-4800,2016,132
0014-4800,2017,123
0014-4800,2018,85
0014-4886,2015,292
0014-4886,2016,285
0014-4886,2017,245
0014-4886,2018,237
0014-4894,2015,201
0014-4894,2016,196
0014-4894,2017,169
0014-4894,2018,144
0014-4983,2017,40
0014-4983,2018,37
0014-4983,2016,36
0014-4983,2015,33
1071-5797,2018,128
1071-5797,2017,115
1071-5797,2015,103
1071-5797,2016,95
1050-4648,2016,815
1050-4648,2018,710
1050-4648,2017,622
1050-4648,2015,524
0740-0020,2015,279
0740-0020,2018,269
0740-0020,2017,229
0740-0020,2016,198
0091-3022,2018,53
0091-3022,2015,43
0091-3022,2016,33
0091-3022,2017,32
1087-1845,2015,178
1087-1845,2016,108
1087-1845,2017,92
1087-1845,2018,87
0899-8256,2018,191
0899-8256,2017,177
0899-8256,2015,120
0899-8256,2016,116
0016-6480,2018,364
0016-6480,2017,287
0016-6480,2015,283
0016-6480,2016,253
0888-7543,2018,203
0888-7543,2015,103
0888-7543,2016,78
0888-7543,2017,71
1524-0703,2015,37
1524-0703,2016,32
1524-0703,2018,29
1524-0703,2017,23
0090-8258,2015,1145
0090-8258,2017,1026
0090-8258,2016,997
0090-8258,2018,947
0315-0860,2016,43
0315-0860,2017,42
0315-0860,2015,41
0315-0860,2018,31
0018-506X,2017,189
0018-506X,2018,177
0018-506X,2016,163
0018-506X,2015,163
0019-1035,2015,499
0019-1035,2016,462
0019-1035,2018,457
0019-1035,2017,437
0890-5401,2017,139
0890-5401,2018,104
0890-5401,2015,94
0890-5401,2016,81
1071-5819,2018,110
1071-5819,2017,105
1071-5819,2015,101
1071-5819,2016,79
1756-0616,2018,47
1756-0616,2016,44
1756-0616,2015,41
1756-0616,2017,31
0140-1971,2018,157
0140-1971,2016,151
0140-1971,2015,149
0140-1971,2017,130
0021-8693,2018,561
0021-8693,2017,521
0021-8693,2015,519
0021-8693,2016,492
0278-4165,2016,67
0278-4165,2015,66
0278-4165,2018,62
0278-4165,2017,57
0021-9045,2015,143
0021-9045,2016,102
0021-9045,2017,94
0021-9045,2018,72
0305-4403,2015,309
0305-4403,2016,161
0305-4403,2018,139
0305-4403,2017,130
0140-1963,2016,222
0140-1963,2015,188
0140-1963,2018,151
0140-1963,2017,148
0896-8411,2018,136
0896-8411,2016,136
0896-8411,2017,124
0896-8411,2015,116
1532-0464,2017,260
1532-0464,2015,251
1532-0464,2016,220
1532-0464,2018,209
0021-9517,2018,383
0021-9517,2016,382
0021-9517,2017,375
0021-9517,2015,317
0733-5210,2018,215
0733-5210,2017,207
0733-5210,2016,206
0733-5210,2015,154
0021-9614,2016,429
0021-9614,2017,376
0021-9614,2015,347
0021-9614,2018,344
0021-9797,2018,1296
0021-9797,2017,1207
0021-9797,2015,917
0021-9797,2016,870
0097-3165,2018,139
0097-3165,2017,114
0097-3165,2015,104
0097-3165,2016,87
0095-8956,2018,101
0095-8956,2017,94
0095-8956,2016,77
0095-8956,2015,75
0147-5967,2018,78
0147-5967,2016,73
0147-5967,2015,73
0147-5967,2017,64
0885-064X,2015,66
0885-064X,2016,63
0885-064X,2018,55
0885-064X,2017,55
0021-9991,2017,783
0021-9991,2016,778
0021-9991,2015,750
0021-9991,2018,709
0022-0000,2017,135
0022-0000,2015,121
0022-0000,2016,104
0022-0000,2018,84
0022-0396,2018,590
0022-0396,2016,544
0022-0396,2017,498
0022-0396,2015,425
0022-0531,2015,177
0022-0531,2018,133
0022-0531,2016,119
0022-0531,2017,110
0095-0696,2018,123
0095-0696,2017,105
0095-0696,2016,53
0095-0696,2015,53
0301-4797,2018,1251
0301-4797,2017,959
0301-4797,2016,807
0301-4797,2015,615
0272-4944,2017,114
0272-4944,2016,91
0272-4944,2015,81
0272-4944,2018,78
0022-0965,2016,226
0022-0965,2018,215
0022-0965,2017,173
0022-0965,2015,153
0022-1031,2018,172
0022-1031,2017,159
0022-1031,2015,125
0022-1031,2016,96
1042-9573,2018,57
1042-9573,2017,36
1042-9573,2015,31
1042-9573,2016,29
0889-9746,2018,204
0889-9746,2015,194
0889-9746,2016,167
0889-9746,2017,162
0889-1575,2017,226
0889-1575,2015,209
0889-1575,2018,191
0889-1575,2016,168
0022-1236,2018,268
0022-1236,2016,258
0022-1236,2017,257
0022-1236,2015,234
0305-7488,2016,146
0305-7488,2017,133
0305-7488,2015,125
0305-7488,2018,122
1051-1377,2018,59
1051-1377,2015,33
1051-1377,2016,31
1051-1377,2017,30
0047-2484,2015,173
0047-2484,2018,145
0047-2484,2017,141
0047-2484,2016,128
0022-2011,2015,164
0022-2011,2017,159
0022-2011,2016,140
0022-2011,2018,138
0889-1583,2015,38
0889-1583,2018,35
0889-1583,2016,33
0889-1583,2017,30
1090-7807,2016,254
1090-7807,2015,236
1090-7807,2017,233
1090-7807,2018,215
0022-247X,2015,1043
0022-247X,2017,1038
0022-247X,2018,1030
0022-247X,2016,963
0022-2496,2016,76
0022-2496,2017,72
0022-2496,2018,43
0022-2496,2015,34
0749-596X,2017,110
0749-596X,2018,68
0749-596X,2015,67
0749-596X,2016,65
0022-2836,2016,431
0022-2836,2018,403
0022-2836,2015,357
0022-2836,2017,335
0022-2828,2018,352
0022-2828,2015,338
0022-2828,2016,259
0022-2828,2017,251
0022-2852,2017,181
0022-2852,2016,170
0022-2852,2015,167
0022-2852,2018,150
0047-259X,2016,194
0047-259X,2015,179
0047-259X,2017,145
0047-259X,2018,120
1084-8045,2016,295
1084-8045,2017,294
1084-8045,2018,256
1084-8045,2015,180
0022-314X,2016,339
0022-314X,2017,314
0022-314X,2018,308
0022-314X,2015,281
0743-7315,2018,273
0743-7315,2017,191
0743-7315,2015,108
0743-7315,2016,98
0095-4470,2015,64
0095-4470,2016,58
0095-4470,2018,55
0095-4470,2017,50
0092-6566,2017,104
0092-6566,2018,100
0092-6566,2015,77
0092-6566,2016,72
0022-4596,2015,518
0022-4596,2016,486
0022-4596,2018,456
0022-4596,2017,422
0022-460X,2018,657
0022-460X,2016,589
0022-460X,2017,586
0022-460X,2015,564
1047-8477,2015,200
1047-8477,2016,191
1047-8477,2018,165
1047-8477,2017,149
0022-4804,2015,639
0022-4804,2017,606
0022-4804,2018,568
0022-4804,2016,554
0747-7171,2017,123
0747-7171,2018,121
0747-7171,2016,98
0747-7171,2015,71
0022-5193,2015,515
0022-5193,2016,475
0022-5193,2018,464
0022-5193,2017,413
0094-1190,2017,61
0094-1190,2016,56
0094-1190,2018,51
0094-1190,2015,47
1047-3203,2016,286
1047-3203,2018,222
1047-3203,2017,201
1047-3203,2015,196
1045-926X,2015,71
1045-926X,2017,66
1045-926X,2018,56
1045-926X,2016,17
0001-8791,2018,126
0001-8791,2015,116
0001-8791,2017,95
0001-8791,2016,76
0023-9690,2018,43
0023-9690,2015,32
0023-9690,2017,30
0023-9690,2016,21
0023-6438,2018,979
0023-6438,2017,859
0023-6438,2015,836
0023-6438,2016,816
1044-5005,2016,32
1044-5005,2018,30
1044-5005,2017,27
1044-5005,2015,27
0888-3270,2018,621
0888-3270,2017,525
0888-3270,2016,438
0888-3270,2015,314
1096-7176,2018,160
1096-7176,2017,154
1096-7176,2015,132
1096-7176,2016,120
1046-2023,2016,336
1046-2023,2015,311
1046-2023,2017,293
1046-2023,2018,258
0882-4010,2018,628
0882-4010,2017,614
0882-4010,2016,308
0882-4010,2015,138
0026-2862,2015,117
0026-2862,2018,98
0026-2862,2016,86
0026-2862,2017,79
1044-7431,2017,121
1044-7431,2018,110
1044-7431,2015,109
1044-7431,2016,100
0890-8508,2015,91
0890-8508,2017,75
0890-8508,2016,72
0890-8508,2018,60
1096-7192,2018,585
1096-7192,2017,549
1096-7192,2016,510
1096-7192,2015,468
1055-7903,2018,382
1055-7903,2016,356
1055-7903,2017,312
1055-7903,2015,275
0969-9961,2015,289
0969-9961,2018,267
0969-9961,2016,260
0969-9961,2017,209
1074-7427,2017,224
1074-7427,2016,217
1074-7427,2018,202
1074-7427,2015,177
1053-8119,2018,1049
1053-8119,2016,930
1053-8119,2017,894
1053-8119,2015,810
1089-8603,2015,250
1089-8603,2018,136
1089-8603,2017,104
1089-8603,2016,88
0090-3752,2015,80
0090-3752,2016,37
0090-3752,2017,33
0090-3752,2018,27
1068-5200,2018,216
1068-5200,2017,167
1068-5200,2015,145
1068-5200,2016,103
0749-5978,2015,74
0749-5978,2016,55
0749-5978,2018,51
0749-5978,2017,46
0048-3575,2017,171
0048-3575,2018,165
0048-3575,2015,135
0048-3575,2016,127
1043-6618,2016,426
1043-6618,2018,361
1043-6618,2017,311
1043-6618,2015,223
0885-5765,2018,97
0885-5765,2015,76
0885-5765,2016,71
0885-5765,2017,64
0147-619X,2015,62
0147-619X,2017,51
0147-619X,2018,35
0147-619X,2016,33
0091-7435,2017,394
0091-7435,2016,369
0091-7435,2018,339
0091-7435,2015,325
1046-5928,2015,214
1046-5928,2016,204
1046-5928,2017,194
1046-5928,2018,182
1094-5539,2015,119
1094-5539,2018,100
1094-5539,2017,98
1094-5539,2016,69
0273-2300,2016,311
0273-2300,2015,289
0273-2300,2017,276
0273-2300,2018,267
1090-9443,2017,57
1090-9443,2016,57
1090-9443,2015,45
1090-9443,2018,37
1094-2025,2018,68
1094-2025,2017,55
1094-2025,2016,55
1094-2025,2015,55
1044-579X,2018,156
1044-579X,2017,110
1044-579X,2015,91
1044-579X,2016,47
1084-9521,2018,336
1084-9521,2017,256
1084-9521,2016,235
1084-9521,2015,195
1044-5323,2016,63
1044-5323,2017,55
1044-5323,2015,50
1044-5323,2018,47
0049-089X,2015,187
0049-089X,2017,167
0049-089X,2018,135
0049-089X,2016,100
0926-2040,2015,81
0926-2040,2017,80
0926-2040,2016,40
0926-2040,2018,38
0749-6036,2017,687
0749-6036,2018,610
0749-6036,2016,590
0749-6036,2015,575
0040-5809,2015,74
0040-5809,2018,64
0040-5809,2016,60
0040-5809,2017,48
0041-008X,2018,364
0041-008X,2016,337
0041-008X,2017,333
0041-008X,2015,325
0042-6822,2015,419
0042-6822,2016,373
0042-6822,2017,340
0042-6822,2018,329
1521-6896,2017,57
1521-6896,2016,55
1521-6896,2015,52
1521-6896,2018,29
1521-690X,2015,79
1521-690X,2016,72
1521-690X,2018,70
1521-690X,2017,53
1521-6918,2015,91
1521-6918,2016,88
1521-6918,2017,86
1521-6918,2018,28
1521-6926,2018,60
1521-6926,2016,53
1521-6926,2017,51
1521-6926,2015,40
1521-6934,2015,136
1521-6934,2018,132
1521-6934,2016,131
1521-6934,2017,116
1521-6942,2016,81
1521-6942,2015,74
1521-6942,2017,55
1521-6942,2018,30
0895-3988,2015,10
0895-3988,2016,1
0002-9297,2016,283
0002-9297,2015,220
0002-9297,2017,209
0002-9297,2018,173
0006-3495,2018,3933
0006-3495,2016,3821
0006-3495,2015,3811
0006-3495,2017,3483
1535-6108,2016,217
1535-6108,2015,189
1535-6108,2017,172
1535-6108,2018,152
0092-8674,2016,716
0092-8674,2015,699
0092-8674,2017,547
0092-8674,2018,523
2451-9456,2016,200
2451-9456,2017,180
2451-9456,2018,156
1931-3128,2016,211
1931-3128,2017,204
1931-3128,2015,202
1931-3128,2018,162
1550-4131,2016,261
1550-4131,2017,252
1550-4131,2015,241
1550-4131,2018,231
2211-1247,2017,1122
2211-1247,2016,1101
2211-1247,2018,985
2211-1247,2015,833
1934-5909,2016,217
1934-5909,2017,210
1934-5909,2018,203
1934-5909,2015,200
2405-4712,2017,163
2405-4712,2016,144
2405-4712,2018,122
2405-4712,2015,69
2451-9294,2018,224
2451-9294,2017,212
2451-9294,2016,107
0960-9822,2017,889
0960-9822,2016,856
0960-9822,2015,838
0960-9822,2018,717
1534-5807,2015,320
1534-5807,2016,300
1534-5807,2017,293
1534-5807,2018,254
1074-7613,2016,279
1074-7613,2015,258
1074-7613,2017,242
1074-7613,2018,200
2542-4351,2018,223
2542-4351,2017,84
1097-2765,2016,413
1097-2765,2015,411
1097-2765,2017,389
1097-2765,2018,349
1674-2052,2015,183
1674-2052,2016,181
1674-2052,2017,166
1674-2052,2018,139
1525-0016,2016,1034
1525-0016,2015,973
1525-0016,2017,288
1525-0016,2018,285
2329-0501,2018,99
2329-0501,2016,94
2329-0501,2017,82
2329-0501,2015,60
2162-2531,2018,205
2162-2531,2017,162
2162-2531,2016,117
2162-2531,2015,55
0896-6273,2016,541
0896-6273,2017,535
0896-6273,2015,515
0896-6273,2018,417
2213-6711,2017,307
2213-6711,2018,232
2213-6711,2015,200
2213-6711,2016,176
0969-2126,2015,270
0969-2126,2016,248
0969-2126,2017,203
0969-2126,2018,175
2405-8033,2016,104
2405-8033,2017,100
2405-8033,2018,97
2405-8033,2015,38
0268-960X,2018,61
0268-960X,2017,48
0268-960X,2016,48
0268-960X,2015,48
0960-9776,2017,752
0960-9776,2015,735
0960-9776,2018,291
0960-9776,2016,187
0266-4356,2017,718
0266-4356,2016,653
0266-4356,2015,524
0266-4356,2018,231
0143-4160,2015,113
0143-4160,2018,107
0143-4160,2017,98
0143-4160,2016,89
0261-5614,2018,1556
0261-5614,2017,1145
0261-5614,2016,943
0261-5614,2015,908
1744-3881,2018,145
1744-3881,2016,94
1744-3881,2017,87
1744-3881,2015,48
0965-2299,2018,189
0965-2299,2016,142
0965-2299,2017,122
0965-2299,2015,108
1756-2317,2017,80
1756-2317,2015,78
1756-2317,2016,77
1756-2317,2018,66
1368-7646,2016,38
1368-7646,2015,27
1368-7646,2017,21
1368-7646,2018,18
1462-3889,2016,125
1462-3889,2015,113
1462-3889,2017,92
1462-3889,2018,81
0958-2592,2018,67
0958-2592,2015,57
0958-2592,2017,56
0958-2592,2016,51
1096-6374,2016,70
1096-6374,2018,60
1096-6374,2017,55
1096-6374,2015,55
0964-3397,2018,122
0964-3397,2017,109
0964-3397,2016,71
0964-3397,2015,57
1755-599X,2018,85
1755-599X,2016,77
1755-599X,2017,73
1755-599X,2015,73
0959-289X,2018,132
0959-289X,2017,105
0959-289X,2015,96
0959-289X,2016,95
0901-5027,2017,1517
0901-5027,2015,1237
0901-5027,2018,298
0901-5027,2016,272
1878-1241,2018,46
1878-1241,2017,44
1878-1241,2015,40
1878-1241,2016,37
0883-5403,2018,832
0883-5403,2017,811
0883-5403,2016,697
0883-5403,2015,575
1360-8592,2018,194
1360-8592,2017,179
1360-8592,2016,142
1360-8592,2015,126
1071-9164,2016,1023
1071-9164,2017,1019
1071-9164,2015,828
1071-9164,2018,516
0967-5868,2016,555
0967-5868,2017,546
0967-5868,2018,500
0967-5868,2015,441
1010-5182,2015,371
1010-5182,2017,345
1010-5182,2018,340
1010-5182,2016,316
0022-0736,2018,285
0022-0736,2017,221
0022-0736,2016,212
0022-0736,2015,207
1526-5900,2016,645
1526-5900,2015,637
1526-5900,2017,564
1526-5900,2018,462
1748-6815,2015,415
1748-6815,2018,389
1748-6815,2016,360
1748-6815,2017,315
0306-9877,2015,359
0306-9877,2016,327
0306-9877,2018,321
0306-9877,2017,321
0266-6138,2018,259
0266-6138,2016,220
0266-6138,2015,198
0266-6138,2017,176
2468-7812,2017,191
2468-7812,2018,107
0143-4179,2016,172
0143-4179,2017,163
0143-4179,2018,68
0143-4179,2015,66
1471-5953,2018,196
1471-5953,2016,162
1471-5953,2017,123
1471-5953,2015,101
0260-6917,2018,383
0260-6917,2016,361
0260-6917,2015,290
0260-6917,2017,255
1751-7214,2017,85
1751-7214,2016,84
1751-7214,2015,82
1751-7214,2018,65
1877-1327,2016,93
1877-1327,2017,81
1877-1327,2015,69
1877-1327,2018,62
1751-7222,2015,121
1751-7222,2017,117
1751-7222,2016,115
1751-7222,2018,99
1466-853X,2017,166
1466-853X,2018,163
1466-853X,2016,114
1466-853X,2015,64
0952-3278,2017,110
0952-3278,2016,105
0952-3278,2015,94
0952-3278,2018,80
0040-8166,2018,95
0040-8166,2017,95
0040-8166,2016,83
0040-8166,2015,76
1472-9792,2016,164
1472-9792,2015,158
1472-9792,2018,139
1472-9792,2017,99
1876-2859,2018,345
1876-2859,2017,325
1876-2859,2016,306
1876-2859,2015,169
1076-6332,2018,355
1076-6332,2017,242
1076-6332,2015,240
1076-6332,2016,239
0155-9982,2018,32
0155-9982,2017,32
0155-9982,2015,29
0155-9982,2016,26
1742-7061,2017,680
1742-7061,2018,603
1742-7061,2016,581
1742-7061,2015,546
0122-7262,2015,46
0122-7262,2016,45
0122-7262,2018,43
0122-7262,2017,39
1872-2032,2018,106
1872-2032,2016,74
1872-2032,2017,57
1872-2032,2015,47
0252-9602,2017,126
0252-9602,2016,126
0252-9602,2015,112
0252-9602,2018,100
1017-995X,2015,226
1017-995X,2016,139
1017-995X,2017,99
1017-995X,2018,96
2211-3835,2018,122
2211-3835,2017,86
2211-3835,2015,83
2211-3835,2016,82
0001-706X,2017,406
0001-706X,2018,369
0001-706X,2016,320
0001-706X,2015,319
1570-8705,2016,213
1570-8705,2015,199
1570-8705,2018,170
1570-8705,2017,167
2352-8532,2018,47
2352-8532,2017,33
2352-8532,2016,31
2352-8532,2015,31
2214-8604,2018,302
2214-8604,2017,117
2214-8604,2016,63
2214-8604,2015,41
0169-409X,2016,213
0169-409X,2018,201
0169-409X,2015,188
0169-409X,2017,173
1474-0346,2015,91
1474-0346,2018,89
1474-0346,2017,82
1474-0346,2016,57
2542-5048,2018,11
0921-8831,2017,379
0921-8831,2018,378
0921-8831,2016,325
0921-8831,2015,233
0882-6110,2016,50
0882-6110,2017,47
0882-6110,2018,42
0882-6110,2015,27
1674-9278,2017,34
1674-9278,2016,34
1674-9278,2015,29
1674-9278,2018,23
0001-8686,2017,182
0001-8686,2015,140
0001-8686,2016,105
0001-8686,2018,93
2542-4327,2018,28
0965-9978,2018,161
0965-9978,2015,140
0965-9978,2016,138
0965-9978,2017,134
2212-9588,2017,59
2212-9588,2018,43
2212-9588,2015,43
2212-9588,2016,36
1040-2608,2016,41
1040-2608,2018,38
1040-2608,2015,31
1040-2608,2017,26
1896-1126,2017,59
1896-1126,2018,58
1896-1126,2016,57
1896-1126,2015,57
2452-1760,2017,34
2452-1760,2016,31
2452-1760,2018,30
2452-1094,2018,107
2452-1094,2017,77
2452-1094,2016,50
0309-1708,2017,277
0309-1708,2016,270
0309-1708,2018,240
0309-1708,2015,198
1875-9637,2015,79
1875-9637,2018,74
1875-9637,2016,61
1875-9637,2017,55
2211-419X,2017,53
2211-419X,2016,51
2211-419X,2015,45
2211-419X,2018,38
1110-5704,2017,77
1110-5704,2016,70
1110-5704,2015,65
1110-5704,2018,62
1568-1637,2017,112
1568-1637,2015,85
1568-1637,2016,82
1568-1637,2018,71
2352-2151,2017,33
2352-2151,2016,28
2352-2151,2018,24
0168-1923,2015,757
0168-1923,2016,599
0168-1923,2018,394
0168-1923,2017,317
0308-521X,2018,200
0308-521X,2017,178
0308-521X,2015,163
0308-521X,2016,130
0378-3774,2018,388
0378-3774,2016,355
0378-3774,2017,328
0378-3774,2015,287
0167-8809,2016,519
0167-8809,2018,397
0167-8809,2017,375
0167-8809,2015,322
2452-316X,2017,86
2452-316X,2016,86
2452-316X,2018,50
2090-4479,2016,207
2090-4479,2017,170
2090-4479,2015,119
2090-4479,2018,36
0972-8600,2018,73
0972-8600,2017,48
0972-8600,2016,37
0972-8600,2015,31
0741-8329,2017,308
0741-8329,2018,173
0741-8329,2015,112
0741-8329,2016,101
1110-0168,2016,326
1110-0168,2017,286
1110-0168,2015,137
1110-0168,2018,50
2090-5068,2017,83
2090-5068,2018,81
2090-5068,2016,56
2090-5068,2015,55
2211-9264,2017,329
2211-9264,2018,296
2211-9264,2016,294
2211-9264,2015,240
1323-8930,2018,137
1323-8930,2017,116
1323-8930,2016,113
1323-8930,2015,99
1552-5260,2017,3425
1552-5260,2016,2622
1552-5260,2015,2177
1552-5260,2018,208
2352-8729,2018,83
2352-8729,2017,72
2352-8729,2015,68
2352-8729,2016,60
2352-8737,2017,73
2352-8737,2018,59
2352-8737,2016,31
2352-8737,2015,22
0002-9149,2015,1151
0002-9149,2018,1003
0002-9149,2017,1001
0002-9149,2016,954
1064-7481,2018,438
1064-7481,2017,424
1064-7481,2016,390
1064-7481,2015,383
0002-9629,2015,272
0002-9629,2017,260
0002-9629,2016,249
0002-9629,2018,231
0002-9343,2018,615
0002-9343,2017,614
0002-9343,2016,570
0002-9343,2015,507
0002-9394,2016,472
0002-9394,2018,459
0002-9394,2015,452
0002-9394,2017,437
2451-9936,2018,192
2451-9936,2017,125
2451-9936,2016,62
0002-9440,2015,340
0002-9440,2016,333
0002-9440,2017,291
0002-9440,2018,285
0749-3797,2017,419
0749-3797,2015,409
0749-3797,2016,375
0749-3797,2018,303
2215-0390,2016,17
2215-0390,2015,15
2215-0390,2017,8
2215-0390,2018,2
1472-0299,2016,168
1472-0299,2017,167
1472-0299,2015,166
1472-0299,2018,144
2341-2879,2015,165
2341-2879,2018,136
2341-2879,2016,133
2341-2879,2017,130
2213-6657,2017,21
2213-6657,2016,19
2213-6657,2015,16
2213-6657,2018,15
0003-2670,2018,922
0003-2670,2015,788
0003-2670,2016,688
0003-2670,2017,662
1932-2275,2017,93
1932-2275,2015,82
1932-2275,2016,81
1932-2275,2018,54
0377-8401,2016,264
0377-8401,2017,237
0377-8401,2015,232
0377-8401,2018,216
2405-6545,2018,76
2405-6545,2017,61
2405-6545,2016,60
2405-6545,2015,60
0378-4320,2018,338
0378-4320,2016,289
0378-4320,2015,216
0378-4320,2017,208
1512-1887,2018,86
1512-1887,2017,82
1512-1887,2016,68
0570-1783,2015,45
0570-1783,2016,32
0570-1783,2017,30
0570-1783,2018,18
1081-1206,2016,812
1081-1206,2017,683
1081-1206,2018,411
1081-1206,2015,331
1047-2797,2017,301
1047-2797,2015,284
1047-2797,2018,231
1047-2797,2016,198
2049-0801,2017,439
2049-0801,2016,393
2049-0801,2018,239
2049-0801,2015,176
0003-4975,2015,1280
0003-4975,2016,1234
0003-4975,2017,1134
0003-4975,2018,1095
0890-5096,2017,815
0890-5096,2018,731
0890-5096,2015,586
0890-5096,2016,519
1134-7937,2017,20
1134-7937,2016,18
1134-7937,2018,15
2213-3054,2017,32
2213-3054,2015,31
2213-3054,2016,28
2213-3054,2018,22
0166-3542,2017,275
0166-3542,2016,234
0166-3542,2018,222
0166-3542,2015,213
0066-5126,2017,17
0066-5126,2016,14
0066-5126,2018,9
0003-682X,2018,395
0003-682X,2016,323
0003-682X,2017,315
0003-682X,2015,240
0168-1591,2016,235
0168-1591,2018,228
0168-1591,2017,191
0168-1591,2015,185
0926-860X,2015,582
0926-860X,2016,490
0926-860X,2018,480
0926-860X,2017,424
0926-3373,2018,1097
0926-3373,2017,1045
0926-3373,2016,823
0926-3373,2015,722
0169-1317,2018,496
0169-1317,2017,492
0169-1317,2016,417
0169-1317,2015,381
2210-8327,2018,61
2210-8327,2017,38
2210-8327,2016,15
2210-8327,2015,15
0306-2619,2018,1823
0306-2619,2017,1768
0306-2619,2016,1644
0306-2619,2015,1243
0003-6870,2017,305
0003-6870,2018,216
0003-6870,2015,196
0003-6870,2016,182
2352-9407,2018,119
2352-9407,2017,114
2352-9407,2016,48
2352-9407,2015,14
0307-904X,2016,731
0307-904X,2017,606
0307-904X,2015,579
0307-904X,2018,539
0096-3003,2015,1387
0096-3003,2018,876
0096-3003,2016,651
0096-3003,2017,581
0141-1187,2018,188
0141-1187,2017,174
0141-1187,2016,163
0141-1187,2015,111
1568-4946,2018,716
1568-4946,2015,667
1568-4946,2017,634
1568-4946,2016,608
0929-1393,2018,335
0929-1393,2016,280
0929-1393,2017,259
0929-1393,2015,200
0144-8609,2017,59
0144-8609,2015,58
0144-8609,2016,50
0144-8609,2018,42
0044-8486,2018,713
0044-8486,2016,551
0044-8486,2017,525
0044-8486,2015,428
2468-550X,2018,40
2468-550X,2017,36
2468-550X,2016,6
2352-5134,2016,60
2352-5134,2017,46
2352-5134,2018,40
2352-5134,2015,37
0304-3770,2015,129
0304-3770,2017,116
0304-3770,2016,81
0304-3770,2018,80
0166-445X,2016,320
0166-445X,2017,276
0166-445X,2015,272
0166-445X,2018,255
2214-4625,2015,13
2214-4625,2016,12
2214-4625,2017,11
